%SECTION%1%;General;
%FIELDS%;separation_distance_on_ground;
%DESCRIPTION%;[m];
;60;
%SECTION%1%;Nodes;
%FIELDS%;node_id;x;y;lat;lon;name;specification;
%DESCRIPTION%;ID;x-coordination;y-coordination;latitude;longitude;name;{'', gate, runway, holding_point, intermediate};
;353;548023.2712830149;5912506.256563168;53.359504;-2.2784;;intermediate;
;354;548042.9479683945;5912505.35401164;53.3594941;-2.2781045;;intermediate;
;355;548099.1361592961;5912457.269577138;53.3590568;-2.2772676;101;gate;
;356;548148.2765554566;5912379.008134736;53.3583489;-2.2765412;;intermediate;
;357;548238.0890858481;5912371.318770062;53.3582716;-2.275193;12L;gate;
;358;548154.3158264817;5912273.018815433;53.3573957;-2.2764666;;intermediate;
;359;548260.5292500509;5912359.8645836385;53.3581666;-2.2748576;12;gate;
;360;548160.2272566776;5912257.8253367515;53.3572586;-2.2763801;;intermediate;
;361;548264.8068963627;5912344.343116947;53.3580267;-2.2747957;12R;gate;
;362;547883.3577482608;5912763.606891508;53.3618298;-2.2804632;;intermediate;
;363;547805.5614906123;5912681.138424261;53.3610956;-2.2816446;64R;gate;
;364;547897.6027112135;5912749.487276525;53.3617016;-2.2802513;;intermediate;
;365;547816.1261036742;5912665.023412198;53.3609498;-2.2814883;64;gate;
;366;547909.7772512523;5912737.416213164;53.361592;-2.2800702;;intermediate;
;367;547829.664510936;5912655.647170706;53.3608643;-2.2812863;64L;gate;
;368;547853.6403604173;5912625.626583557;53.3605923;-2.2809306;63R;gate;
;369;547949.8037200847;5912697.733946448;53.3612317;-2.2794748;;intermediate;
;370;547866.350605254;5912611.268902656;53.3604621;-2.2807418;63;gate;
;371;547963.5219195419;5912684.410261558;53.3611107;-2.2792707;;intermediate;
;372;547880.9804691256;5912600.602088574;53.3603649;-2.2805236;63L;gate;
;373;547995.4511265927;5912682.12924518;53.3610873;-2.2787913;;intermediate;
;374;548083.4277963712;5912772.391770967;53.3618906;-2.2774557;27;gate;
;375;547990.6662123392;5912658.371973025;53.3608742;-2.2788668;;intermediate;
;376;547917.1284351174;5912585.256938477;53.3602237;-2.2799828;62R;gate;
;377;548024.6420487347;5912611.653378586;53.3604512;-2.2783634;;intermediate;
;378;547919.5108883266;5912585.280963902;53.3602237;-2.279947;62;gate;
;379;548027.8328827573;5912590.3019644115;53.360259;-2.2783187;;intermediate;
;380;547961.2264753298;5912575.544036608;53.3601324;-2.2793217;62L;gate;
;381;548015.3419120389;5912513.085515102;53.3595661;-2.2785181;;intermediate;
;382;547914.0912112612;5912520.7972044;53.3596446;-2.2800382;61;gate;
;383;547996.2653428052;5912534.309830925;53.3597586;-2.2788015;;intermediate;
;384;547914.5494521762;5912540.038212995;53.3598175;-2.2800284;61R;gate;
;385;548019.434628646;5912460.446523218;53.3590926;-2.2784646;;intermediate;
;386;547922.2033911524;5912468.766088126;53.3591762;-2.2799242;60R;gate;
;387;548017.6415256256;5912438.977990931;53.3588998;-2.2784948;;intermediate;
;388;547908.9696043797;5912448.517328929;53.3589954;-2.2801261;60;gate;
;389;547918.0089531271;5912433.254965234;53.3588574;-2.2799926;60L;gate;
;390;548372.4194075741;5912373.162650076;53.3582759;-2.2731745;;intermediate;
;391;548299.8202485516;5912389.869368595;53.3584327;-2.2742627;15;gate;
;392;548371.064607604;5912440.871270089;53.3588846;-2.2731845;;intermediate;
;393;548293.9649391368;5912447.97524083;53.3589555;-2.2743418;11;gate;
;394;548370.1122809722;5912488.657781518;53.3593142;-2.2731915;;intermediate;
;395;548297.9622710455;5912494.743989929;53.3593755;-2.2742746;9;gate;
;396;548369.1200662394;5912538.402021876;53.3597614;-2.2731988;;intermediate;
;397;548299.4278309583;5912545.036125057;53.3598274;-2.2742449;7;gate;
;398;548305.6132186466;5912583.438318492;53.360172;-2.2741461;5;gate;
;399;548367.8640676553;5912595.753592664;53.360277;-2.2732089;;intermediate;
;400;548308.1641101051;5912656.582656923;53.3608292;-2.2740966;1;gate;
;401;548377.5929345296;5912609.63743505;53.3604009;-2.2730606;;intermediate;
;402;548378.8250843959;5912618.049920268;53.3604764;-2.2730408;;intermediate;
;403;548376.9515402283;5912672.636023739;53.3609672;-2.2730606;16;gate;
;404;548420.2240098479;5912610.07165553;53.3604009;-2.27242;;intermediate;
;405;548414.7147198641;5912672.6312442655;53.3609637;-2.2724932;17;gate;
;406;548471.3499345199;5912667.690268581;53.3609141;-2.271643;18;gate;
;407;548420.4549437722;5912595.899802845;53.3602735;-2.2724187;;intermediate;
;408;548507.2912138404;5912627.1031391;53.360546;-2.2711092;41;gate;
;409;548421.0967088019;5912565.57754809;53.3600009;-2.2724137;;intermediate;
;410;548504.0809659014;5912567.992618551;53.360015;-2.2711665;42;gate;
;411;548422.6794438619;5912508.229313301;53.3594853;-2.2723987;;intermediate;
;412;548515.9825747982;5912510.49384599;53.3594971;-2.2709965;43;gate;
;413;548432.577850907;5912436.914010607;53.3588434;-2.2722609;;intermediate;
;414;548509.6469328827;5912473.92557294;53.359169;-2.2710973;44L;gate;
;415;548437.2948304602;5912405.765491757;53.358563;-2.2721948;;intermediate;
;416;548527.2734543965;5912474.372562073;53.3591714;-2.2708324;44;gate;
;417;548469.5531947743;5912354.459810869;53.3580989;-2.271718;;intermediate;
;418;548518.6319866204;5912444.6119432105;53.3589047;-2.2709668;44R;gate;
;419;548550.3116021105;5912461.090096143;53.3590499;-2.2704883;47;gate;
;420;548685.630531884;5912475.992359271;53.3591714;-2.2684529;;intermediate;
;421;548570.4412295606;5912486.885034628;53.3592799;-2.2701819;48;gate;
;422;548684.6662731612;5912506.444806012;53.3594452;-2.2684627;;intermediate;
;423;548573.8981690366;5912547.833876044;53.3598274;-2.2701206;49;gate;
;424;548684.4311170945;5912530.6965505965;53.3596632;-2.2684625;;intermediate;
;425;548618.8241401184;5912593.98681322;53.3602381;-2.2694385;50;gate;
;426;548707.7239356478;5912564.012135479;53.3599605;-2.2681074;;intermediate;
;427;548648.8460655876;5912621.429811222;53.360482;-2.2689832;51;gate;
;428;548748.7016883591;5912597.843013034;53.3602608;-2.2674865;;intermediate;
;429;548701.6228537154;5912684.586228625;53.3610448;-2.2681805;53;gate;
;430;548723.0417096803;5912576.685654154;53.360073;-2.2678753;;intermediate;
;431;548671.9674216465;5912650.671444823;53.3607427;-2.2686313;52;gate;
;432;548791.8573623992;5912633.409985742;53.3605765;-2.2668326;;intermediate;
;433;548731.3908732195;5912720.460495087;53.3613645;-2.2677277;54;gate;
;434;548845.4355762367;5912664.3782922365;53.3608499;-2.2660228;;intermediate;
;435;548782.8685808572;5912756.301904639;53.3616819;-2.2669487;55;gate;
;436;548896.8876776061;5912703.981184639;53.3612011;-2.2652436;;intermediate;
;437;548848.864772448;5912761.975405078;53.3617268;-2.2659562;56;gate;
;438;548930.7486902999;5912731.955047182;53.3614494;-2.2647305;;intermediate;
;439;548885.7186496292;5912786.897882962;53.3619474;-2.2653986;57;gate;
;440;548964.3190208954;5912759.681396036;53.3616955;-2.2642218;;intermediate;
;441;548917.7733609538;5912817.022606535;53.3622152;-2.2649123;58;gate;
;442;545837.7154977897;5909523.218100286;53.3328857;-2.3116696;;intermediate;
;443;545825.2288958766;5909543.212878107;53.3330665;-2.3118542;;intermediate;
;444;545836.4523451327;5909603.154526736;53.3336043;-2.311677;;intermediate;
;445;545962.9099195232;5909695.126465231;53.33442;-2.3097648;;intermediate;
;446;546001.3156099076;5909689.612311399;53.3343671;-2.3091889;;intermediate;
;447;546668.4470914531;5910048.393686705;53.3375335;-2.2991184;05R / 23L;runway;
;448;547546.7471838093;5910833.655114516;53.3445134;-2.285811;;intermediate;
;449;547660.4065416881;5911118.531698154;53.3470637;-2.284061;;intermediate;
;450;547674.6630984901;5911134.206118689;53.3472033;-2.2838445;;intermediate;
;451;547696.6120256996;5911154.230023126;53.3473813;-2.2835118;;intermediate;
;452;547786.9174590635;5911042.74507912;53.3463711;-2.2821722;;intermediate;
;453;548127.8942335863;5911486.529403693;53.350329;-2.2769832;;intermediate;
;454;548160.5361075837;5911414.709707698;53.3496805;-2.2765038;;intermediate;
;455;548196.5776243916;5911446.950189068;53.349967;-2.2759575;;intermediate;
;456;548272.5618732135;5911527.659547343;53.3506855;-2.2748038;;intermediate;
;457;545899.2820585982;5909417.261877863;53.331928;-2.3107605;05R / 23L;runway;
;458;548793.8579201805;5912059.341326161;53.3554165;-2.2668911;;intermediate;
;459;548827.8110359034;5912102.835720862;53.3558043;-2.2663743;;intermediate;
;460;548801.7805240498;5912245.222809213;53.3570865;-2.2667434;;intermediate;
;461;548699.4648125671;5912369.126581502;53.3582096;-2.2682615;;intermediate;
;462;545892.9013160343;5909458.042407656;53.3322951;-2.3108504;;intermediate;
;463;546159.9620845726;5909631.727418261;53.333833;-2.3068151;05R / 23L;runway;
;464;547619.6540598421;5911014.298338156;53.3461305;-2.2846888;;intermediate;
;465;547241.4541989737;5911030.985336972;53.3463144;-2.2903669;05L / 23R;runway;
;466;545886.2230678431;5909642.88556302;53.3339571;-2.3109239;;intermediate;
;467;547690.828892498;5911677.547332127;53.3520855;-2.2835198;;intermediate;
;468;547747.8516876485;5911729.865488726;53.3525506;-2.2826553;;intermediate;
;469;547037.9231990922;5911054.3115248885;53.3465422;-2.2934205;;intermediate;
;470;547042.2041578711;5911070.452732806;53.3466869;-2.2933538;;intermediate;
;471;548372.8664141162;5912350.82670547;53.3580751;-2.2731712;;intermediate;
;472;548368.34848026;5912576.933757696;53.3601078;-2.2732045;;intermediate;
;473;548420.7276411294;5912578.935812797;53.360121;-2.2724172;;intermediate;
;474;548836.0230865729;5912658.7075349465;53.3607998;-2.2661651;;intermediate;
;475;548696.9928507344;5912555.135051245;53.3598817;-2.26827;;intermediate;
;476;548684.0276319173;5912526.553634491;53.359626;-2.2684692;;intermediate;
;477;548153.3716829232;5912642.049977566;53.3607127;-2.2764246;;intermediate;
;478;548164.4071555332;5912634.106786731;53.3606403;-2.27626;;intermediate;
;479;548169.5887615744;5912619.96286556;53.3605127;-2.2761843;;intermediate;
;480;547915.3383372225;5913084.150256377;53.364708;-2.2799341;;intermediate;
;481;547565.1917096553;5913440.471309841;53.3679423;-2.285142;;intermediate;
;482;548190.5467216959;5912912.660070932;53.3631416;-2.2758248;;intermediate;
;483;548049.0131107465;5912948.108482607;53.3634731;-2.2779461;;intermediate;
;484;547413.6197501179;5911170.83577272;53.347556;-2.28776;05L / 23R;runway;
;485;549293.6135323766;5912721.197616444;53.361319;-2.25928;05L / 23R;runway;
;486;548143.0945617815;5911959.515512868;53.3545789;-2.2766829;;intermediate;
;487;547831.4503556842;5912002.084491198;53.3549898;-2.2813583;;intermediate;
;488;547267.7257897303;5913338.42760196;53.3670518;-2.2896275;;intermediate;
;489;547853.9707331005;5912695.25473233;53.3612181;-2.2809151;;intermediate;
;490;548004.2639247178;5912210.28695646;53.3568455;-2.2787305;;intermediate;
;491;548458.3685017347;5911836.397906725;53.3534435;-2.2719654;;intermediate;
;492;548025.0293348673;5912195.299011078;53.3567089;-2.2784208;;intermediate;
;493;548023.1031558427;5912504.45249514;53.3594878;-2.2784028;;intermediate;
;494;547866.0122794207;5912679.210331956;53.3610728;-2.2807366;;intermediate;
;495;547852.6946751269;5912719.529352542;53.3614364;-2.2809306;;intermediate;
;496;547867.5599604972;5912779.268506971;53.361972;-2.2806982;;intermediate;
;497;547994.5271481248;5912212.8142854;53.3568691;-2.2788764;;intermediate;
;498;548728.4798420419;5912581.180596675;53.3601129;-2.2677929;;intermediate;
;499;548757.7351379674;5912546.423417392;53.3597978;-2.2673587;;intermediate;
;500;547431.5213795109;5913196.949960456;53.3657655;-2.2871873;;intermediate;
;501;547410.4905774308;5913201.813368067;53.3658111;-2.2875026;;intermediate;
;502;548875.6204295036;5912598.167714025;53.360252;-2.2655795;;intermediate;
;503;547803.572253166;5912247.7046559;53.3572;-2.28174;ALIV;gate;
;504;547597.8626117377;5912317.957007755;53.35785;-2.28482;ETB;gate;
;505;547710.3841640676;5912255.421521177;53.35727777777778;-2.283138888888889;FBE;gate;
;506;547710.3841640676;5912255.421521177;53.35727777777778;-2.283138888888889;MON;gate;
;507;547811.0169944268;5912103.145180985;53.3559;-2.28165;OCS;gate;
;508;547802.1958349178;5912384.537199917;53.35843;-2.28174;TAT;gate;
;509;547802.1958349178;5912384.537199917;53.35843;-2.28174;TCX;gate;
;510;547170.0082762712;5911210.328357918;53.34793275;-2.291413300000002;;intermediate;
;511;547346.2484473559;5911372.407082438;53.349373799999995;-2.288741799999997;;intermediate;
;512;547485.5573912469;5911508.98682676;53.350588916666666;-2.2866287166666694;;intermediate;
;513;547526.6128571279;5911542.698208902;53.350888233333336;-2.2860069333333257;;intermediate;
;514;547567.6677401979;5911576.409950513;53.351187550000006;-2.285385149999996;;intermediate;
;515;547608.7220404538;5911610.122051591;53.351486866666676;-2.2847633666666525;;intermediate;
;516;547649.7757578896;5911643.8345121285;53.351786183333346;-2.2841415833333087;;intermediate;
;517;547801.341801799;5911834.146701658;53.35348306666667;-2.281836;;intermediate;
;518;547809.7805283507;5911894.55149865;53.35402523333334;-2.2817001;;intermediate;
;519;548111.6687668428;5911998.540643995;53.354932525;-2.277149074999997;;intermediate;
;520;548159.4627105698;5912038.679591114;53.35528895;-2.276424950000006;;intermediate;
;521;548207.2558459654;5912078.819025725;53.355645375;-2.2757008250000013;;intermediate;
;522;548298.7267482767;5912154.7852725;53.356319825;-2.274315025000007;;intermediate;
;523;548342.4046644638;5912190.612004177;53.35663785;-2.2736533500000036;;intermediate;
;524;548386.081921574;5912226.43914285;53.356955875;-2.2729916750000143;;intermediate;
;525;547571.0501088763;5910893.869389384;53.34505243333333;-2.2854369333333366;;intermediate;
;526;547595.3524008895;5910954.083797264;53.34559146666666;-2.285062866666671;;intermediate;
;527;547735.7150387577;5911186.143838048;53.34766462;-2.282919640000003;;intermediate;
;528;547774.8175264458;5911218.057979;53.347947940000005;-2.282327479999992;;intermediate;
;529;547813.9194887581;5911249.9724459825;53.348231260000006;-2.2817353199999957;;intermediate;
;530;547853.020925692;5911281.887238988;53.34851458000001;-2.281143159999985;;intermediate;
;531;547763.4413610444;5910989.161438609;53.3458916;-2.2825328999999996;;intermediate;
;532;547807.9593231773;5911096.956334579;53.34685646;-2.2818479599999932;;intermediate;
;533;547829.0006930565;5911151.1676902;53.34734182;-2.2815237199999956;;intermediate;
;534;547850.0415686967;5911205.379145981;53.347827179999996;-2.281199479999998;;intermediate;
;535;547871.081950093;5911259.590701918;53.348312539999995;-2.2808752400000003;;intermediate;
;536;547977.2149616056;5912020.47223681;53.35514186666666;-2.2791656666666658;;intermediate;
;537;547983.4067553539;5912083.847537195;53.35571093333333;-2.2790630333333333;;intermediate;
;538;547587.9170441236;5913343.41772056;53.36706792;-2.284815100000003;;intermediate;
;539;547551.5811894216;5913305.751522477;53.366732639999995;-2.2853668000000056;;intermediate;
;540;547515.2447553329;5913268.085607585;53.36639735999999;-2.285918500000008;;intermediate;
;541;547478.9077418626;5913230.419975881;53.36606207999999;-2.2864702000000108;;intermediate;
;542;547774.5215515787;5912940.6342877345;53.3634308;-2.2820717800000097;;intermediate;
;543;547809.7265497115;5912976.512881351;53.363750100000004;-2.2815373600000015;;intermediate;
;544;547844.9310133662;5913012.391740666;53.364069400000005;-2.2810029399999934;;intermediate;
;545;547880.1349425375;5913048.270865676;53.364388700000006;-2.2804685199999994;;intermediate;
;546;546051.5559690233;5909636.929177023;53.3338892;-2.3084421500000047;;intermediate;
;547;548813.3833887187;5912264.211261365;53.3572561;-2.266566150000001;;intermediate;
;548;547828.5279746166;5911810.412387218;53.35326728;-2.2814311800000127;;intermediate;
;549;547864.1525552787;5911847.083120201;53.353593659999994;-2.280890460000009;;intermediate;
;550;547899.7765832383;5911883.754125228;53.35392003999999;-2.2803497400000197;;intermediate;
;551;547935.4000584928;5911920.425402296;53.35424641999999;-2.279809020000016;;intermediate;
;552;548008.9560272284;5911995.524388481;53.35491475;-2.2786925999999994;;intermediate;
;553;548046.8884568755;5912033.952133898;53.3552567;-2.2781169000000006;;intermediate;
;554;548084.8202699733;5912072.380187654;53.35559865;-2.2775412000000017;;intermediate;
;555;548122.7514665165;5912110.808549743;53.3559406;-2.276965500000003;;intermediate;
;556;548160.6820464999;5912149.237220164;53.356282549999996;-2.276389800000004;;intermediate;
;557;548243.1377304475;5912224.109745858;53.356948;-2.275139600000003;;intermediate;
;558;548287.6627675637;5912260.553715736;53.3572715;-2.2744651000000005;;intermediate;
;559;548332.1871212603;5912296.998108536;53.357595;-2.273790599999998;;intermediate;
;560;547945.9169345242;5912111.61354787;53.3559639;-2.279622049999986;;intermediate;
;561;548002.27822537;5912294.62959278;53.35760376666667;-2.2787475333333322;;intermediate;
;562;548007.8633001911;5912347.707533126;53.35808033333334;-2.278655566666666;;intermediate;
;563;548085.5242187376;5912361.984534361;53.3582016;-2.277486600000003;;intermediate;
;564;548296.4433740781;5912068.301181386;53.3555427;-2.2743625333333313;;intermediate;
;565;548337.8394490313;5912017.643774424;53.3550836;-2.2737483666666662;;intermediate;
;566;547952.8467790302;5912582.609602619;53.36019666666667;-2.279446533333328;;intermediate;
;567;547909.4290912318;5912630.909769633;53.360634733333335;-2.2800915666666697;;intermediate;
;568;548822.7530582139;5912557.554781995;53.35989185;-2.2663801000000063;;intermediate;
;569;548927.2183209222;5912640.464859186;53.3606274;-2.2647977000000026;;intermediate;
;570;548978.8152930115;5912682.76257246;53.361002799999994;-2.264015900000018;;intermediate;
;571;548414.0745058497;5911921.419994099;53.354211750000005;-2.272617800000006;;intermediate;
;572;548795.2299827168;5912367.021547808;53.358181849999994;-2.266823024999999;;intermediate;
;573;548786.7814189788;5912416.995162684;53.3586318;-2.2669422499999996;;intermediate;
;574;548778.3330193097;5912466.968795311;53.35908175;-2.267061475000002;;intermediate;
;575;547931.8536992068;5911346.077967843;53.349084399999995;-2.2799492999999984;;intermediate;
;576;548013.3028775551;5911412.288528696;53.349672125;-2.2787158000000005;;intermediate;
;577;548055.0201377885;5911446.223514234;53.34997335;-2.2780839999999927;;intermediate;
;578;548096.7368020163;5911480.158870882;53.350274575;-2.277452199999999;;intermediate;
;579;548182.3483258707;5911548.050012853;53.350877;-2.276155850000009;;intermediate;
;580;548271.2624019961;5911621.400628069;53.35152818;-2.274809019999992;;intermediate;
;581;548316.2809015578;5911660.795851367;53.351878160000005;-2.2741267399999856;;intermediate;
;582;548361.2986533005;5911700.191507491;53.35222814000001;-2.273444459999979;;intermediate;
;583;548406.3156572172;5911739.58759644;53.35257812000001;-2.2727621799999724;;intermediate;
;584;548496.5026091076;5911815.828186416;53.35325512;-2.2713956799999835;;intermediate;
;585;548541.6726041244;5911852.672689833;53.35358214;-2.270711459999987;;intermediate;
;586;548586.8418983436;5911889.517628452;53.35390916;-2.2700272399999903;;intermediate;
;587;548632.0104917587;5911926.363002268;53.35423618;-2.2693430199999938;;intermediate;
;588;548716.0720879039;5911995.252660156;53.354847633333335;-2.2680695666666537;;intermediate;
;589;548754.9652665108;5912027.296831787;53.35513206666667;-2.2674803333333244;;intermediate;
;590;547499.0254535992;5911325.801437301;53.3489412;-2.286453899999998;;intermediate;
;591;547930.3654769876;5911428.530443538;53.34982563333333;-2.279959166666657;;intermediate;
;592;547889.1467945481;5911478.707329166;53.35028036666667;-2.2805707333333345;;intermediate;
;593;548595.3801250161;5912062.073267008;53.355459333333336;-2.2698724666666834;;intermediate;
;594;548636.2788333436;5912012.640863729;53.35501126666667;-2.2692656333333474;;intermediate;
;595;548194.1298931384;5911310.379399401;53.348739699999996;-2.2760150666666874;;intermediate;
;596;548238.4980360079;5911346.999137816;53.349064799999994;-2.275343033333357;;intermediate;
;597;548339.0084110248;5911429.888796212;53.34980065;-2.2738205999999934;;intermediate;
;598;548733.9524702976;5912328.554036378;53.357841750000006;-2.2677495999999877;;intermediate;
;599;548468.5466772901;5912215.381420812;53.35684893333333;-2.271754433333328;;intermediate;
;600;548507.3355930739;5912168.496468695;53.35642396666666;-2.2711788666666592;;intermediate;
;601;547509.7409290407;5911385.366460189;53.34947562;-2.2862839999999096;;intermediate;
;602;547562.5620755542;5911395.086721984;53.34955824;-2.2854890999999498;;intermediate;
;603;547615.3830147216;5911404.8075720165;53.34964086;-2.284694199999876;;intermediate;
;604;547668.2037465244;5911414.529010288;53.34972348;-2.2838992999999164;;intermediate;
;605;547850.5769284396;5911712.320450951;53.352383616666664;-2.2811147833333507;;intermediate;
;606;547904.6933200151;5911720.6887918245;53.35245393333333;-2.2803005666667104;;intermediate;
;607;547958.8095303475;5911729.057749971;53.352524249999995;-2.27948635000007;;intermediate;
;608;548012.9255594332;5911737.4273253875;53.35259456666666;-2.27867213333343;;intermediate;
;609;548067.0414072687;5911745.797518075;53.352664883333325;-2.2778579166667896;;intermediate;
;610;548048.8661402875;5911274.37469918;53.3484293;-2.278202533333342;;intermediate;
;611;548010.2251632004;5911326.364150007;53.3489001;-2.278775066666668;;intermediate;
;612;548135.4941372368;5911431.556293978;53.349834200000004;-2.276877400000002;;intermediate;
;613;548146.4276043508;5911325.171637474;53.348877;-2.27672935;;intermediate;
;614;548323.9936853037;5911551.520203623;53.35089526666666;-2.2740275666666747;;intermediate;
;615;548374.2124782132;5911592.480454727;53.351258833333326;-2.273266933333346;;intermediate;
;616;548278.3197108047;5911447.089888409;53.3499608;-2.2747296;;intermediate;
;617;548404.9105206563;5911528.586368314;53.35068173333333;-2.272815566666665;;intermediate;
;618;548414.6705778545;5911581.013793332;53.351152066666664;-2.2726609333333343;;intermediate;
;619;548437.8813792921;5911706.212656814;53.35227525;-2.272293099999999;;intermediate;
;620;547869.1536810719;5911955.669316043;53.3545692;-2.280798899999354;;intermediate;
;621;547920.0883346457;5911956.382860761;53.354571;-2.2800335999963863;;intermediate;
;622;547791.4858200839;5912297.209809035;53.35764605390921;-2.2819141061179664;;intermediate;
;623;547714.3177813583;5912298.564074716;53.35766519598487;-2.2830732823956543;;intermediate;
;624;547821.7141779134;5912304.590047654;53.357709655576684;-2.281458836479423;;intermediate;
%SECTION%1%;Edges;
%FIELDS%;edge_id;start_node;end_node;directed;length;specification;traversal_time;name;
%DESCRIPTION%;ID;node_id;node_id;0 for undirected, 1 for directed;[m];{gate,runway,taxiway,taxiwayrunway,other};[s];name;
;1;457;43;0;21.629414277118073;runway;21.629414277118073;05R / 23L;
;2;43;117;0;240.16323754069813;runway;240.16323754069813;05R / 23L;
;3;117;463;0;74.88575537515719;runway;74.88575537515719;05R / 23L;
;4;463;447;0;655.6642335839317;runway;655.6642335839317;05R / 23L;
;5;447;119;0;956.5166988521138;runway;956.5166988521138;05R / 23L;
;6;119;118;0;138.64914614443992;runway;138.64914614443992;05R / 23L;
;7;118;111;0;292.3182504431189;runway;292.3182504431189;05R / 23L;
;8;111;112;0;449.4209886277368;runway;449.4209886277368;05R / 23L;
;9;147;146;0;11.795371617031009;runway;11.795371617031009;05L / 23R;
;10;146;465;0;196.84046928484034;runway;196.84046928484034;05L / 23R;
;11;465;103;0;45.016019921330276;runway;45.016019921330276;05L / 23R;
;12;103;484;0;176.20611777822626;runway;176.20611777822626;05L / 23R;
;13;484;108;0;164.82237903159617;runway;164.82237903159617;05L / 23R;
;14;108;107;0;232.52321705015098;runway;232.52321705015098;05L / 23R;
;15;107;84;0;164.04550126520218;runway;164.04550126520218;05L / 23R;
;16;84;82;0;353.19648463884573;runway;353.19648463884573;05L / 23R;
;17;82;92;0;124.46456481143866;runway;124.46456481143866;05L / 23R;
;18;92;58;0;209.16524458939494;runway;209.16524458939494;05L / 23R;
;19;58;59;0;226.55209390430053;runway;226.55209390430053;05L / 23R;
;20;59;57;0;276.6183708956583;runway;276.6183708956583;05L / 23R;
;21;57;56;0;45.558787912061675;runway;45.558787912061675;05L / 23R;
;22;56;125;0;462.2547764604432;runway;462.2547764604432;05L / 23R;
;23;125;485;0;171.19051913294598;runway;171.19051913294598;05L / 23R;
;24;485;130;0;171.01145566603967;runway;171.01145566603967;05L / 23R;
;25;130;145;0;64.95915362436943;runway;64.95915362436943;05L / 23R;
;26;126;37;0;21.046044493827132;taxiway;21.046044493827132;;
;27;37;131;0;19.101912383901155;taxiway;19.101912383901155;;
;28;131;132;0;20.340554167557748;taxiway;20.340554167557748;;
;29;132;133;0;97.29321738257723;taxiway;97.29321738257723;;
;30;133;40;0;19.883636047667977;taxiway;19.883636047667977;;
;31;40;41;0;14.257869601137516;taxiway;14.257869601137516;;
;32;41;39;0;41.7791610363737;taxiway;41.7791610363737;;
;33;39;134;0;16.089013548512348;taxiway;16.089013548512348;;
;34;122;36;0;25.17614052656225;taxiway;25.17614052656225;;
;35;36;123;0;25.068121366846395;taxiway;25.068121366846395;;
;36;123;124;0;74.5625865045441;taxiway;74.5625865045441;;
;37;124;125;0;63.096922039213325;taxiway;63.096922039213325;;
;38;38;440;0;40.11812185241312;taxiway;40.11812185241312;;
;39;440;438;0;43.42537461150291;taxiway;43.42537461150291;;
;40;438;436;0;43.80610983413657;taxiway;43.80610983413657;;
;41;436;35;0;49.78946320068058;taxiway;49.78946320068058;;
;42;35;434;0;15.09020838569107;taxiway;15.09020838569107;;
;43;434;474;0;10.955892693772007;taxiway;10.955892693772007;;
;44;474;34;0;39.12611319296731;taxiway;39.12611319296731;;
;45;34;432;0;11.83840596750626;taxiway;11.83840596750626;;
;46;432;428;0;55.776030514033366;taxiway;55.776030514033366;;
;47;428;498;0;26.13321937418161;taxiway;26.13321937418161;;
;48;498;430;0;7.037125066943581;taxiway;7.037125066943581;;
;49;430;426;0;19.82878828473953;taxiway;19.82878828473953;;
;50;426;475;0;13.890471269208467;taxiway;13.890471269208467;;
;51;475;2;0;8.1875659371979;taxiway;8.1875659371979;;
;52;2;5;0;7.760915281619653;taxiway;7.760915281619653;;
;53;5;12;0;8.597247844128367;taxiway;8.597247844128367;;
;54;12;424;0;3.6101002112967358;taxiway;3.6101002112967358;;
;55;424;476;0;4.157053280980713;taxiway;4.157053280980713;;
;56;476;156;0;14.360084623830137;taxiway;14.360084623830137;;
;57;156;422;0;5.734812828347162;taxiway;5.734812828347162;;
;58;422;15;0;27.01951390467088;taxiway;27.01951390467088;;
;59;15;420;0;3.412731449973129;taxiway;3.412731449973129;;
;60;420;21;0;4.9241783259461895;taxiway;4.9241783259461895;;
;61;21;10;0;7.862309209559754;taxiway;7.862309209559754;;
;62;10;9;0;8.020976583555465;taxiway;8.020976583555465;;
;63;9;23;0;7.25750151683255;taxiway;7.25750151683255;;
;64;23;18;0;5.676445726809232;taxiway;5.676445726809232;;
;65;18;53;0;27.279094968339344;taxiway;27.279094968339344;;
;66;53;461;0;72.69979348101349;taxiway;72.69979348101349;;
;67;57;460;0;54.10868694237072;taxiway;54.10868694237072;;
;68;460;52;0;39.92290963384586;taxiway;39.92290963384586;;
;69;320;29;0;9.536810112312498;taxiway;9.536810112312498;;
;70;29;48;0;79.12450700535352;taxiway;79.12450700535352;;
;71;55;59;0;13.085366625010128;taxiway;13.085366625010128;;
;72;86;453;0;29.473698317602025;taxiway;29.473698317602025;;
;73;87;454;0;41.85901000869965;taxiway;41.85901000869965;;
;74;454;455;0;48.23486308130762;taxiway;48.23486308130762;;
;75;455;88;0;99.7646326241353;taxiway;99.7646326241353;;
;76;88;456;0;17.12158064735481;taxiway;17.12158064735481;;
;77;456;89;0;71.25234596730989;taxiway;71.25234596730989;;
;78;105;106;0;74.90726641466033;taxiway;74.90726641466033;;
;79;103;102;0;61.18222400721574;taxiway;61.18222400721574;;
;80;102;101;0;47.74450798291133;taxiway;47.74450798291133;;
;81;101;100;0;48.91332314775372;taxiway;48.91332314775372;;
;82;100;99;0;55.924213233764505;taxiway;55.924213233764505;;
;83;45;62;0;92.5281956684366;taxiway;92.5281956684366;;
